date,n_active,n_pump20,n_pump15,breadth20,breadth15,btc_regime_d1,pump_rich,adv_ratio_raw,total_qv_raw
2023-03-16,96,1,1,0.010416666666666666,0.010416666666666666,bear_quiet,0,0.9479166666666666,1668680642422.5776
2023-03-17,96,4,5,0.041666666666666664,0.052083333333333336,bear_quiet,1,1.0,3120723887952.6953
2023-03-18,96,1,2,0.010416666666666666,0.020833333333333332,bear_quiet,0,0.0625,3797907032438.1816
2023-03-19,96,1,2,0.010416666666666666,0.020833333333333332,bear_quiet,0,0.8958333333333334,3368957181860.7227
2023-03-20,96,2,2,0.020833333333333332,0.020833333333333332,bear_quiet,0,0.11458333333333333,3160076341079.794
2023-03-21,96,1,1,0.010416666666666666,0.010416666666666666,bear_quiet,0,0.4479166666666667,3629385387295.0684
2023-03-22,96,0,1,0.0,0.010416666666666666,bear_quiet,0,0.041666666666666664,2940705753577.705
2023-03-23,96,1,1,0.010416666666666666,0.010416666666666666,bear_quiet,0,0.9791666666666666,2238437882720.294
2023-03-24,96,0,0,0.0,0.0,bear_quiet,0,0.10416666666666667,1873546377496.5835
2023-03-25,96,0,0,0.0,0.0,bear_quiet,0,0.21875,1489042582929.7803
2023-03-26,96,0,0,0.0,0.0,bear_quiet,0,0.7083333333333334,1471258970584.1736
2023-03-27,96,0,0,0.0,0.0,bear_quiet,0,0.052083333333333336,2210267665092.8867
2023-03-28,96,0,1,0.0,0.010416666666666666,bear_quiet,0,0.8229166666666666,2058476816430.9011
2023-03-29,96,2,3,0.020833333333333332,0.03125,bear_quiet,0,0.9895833333333334,3251116457781.092
2023-03-30,97,1,4,0.010309278350515464,0.041237113402061855,bear_quiet,1,0.24742268041237114,3629443403532.075
2023-03-31,97,3,5,0.030927835051546393,0.05154639175257732,bear_quiet,1,0.8969072164948454,2816884798671.021
2023-04-01,97,3,6,0.030927835051546393,0.061855670103092786,bear_quiet,1,0.7731958762886598,2870772354927.988
2023-04-02,97,0,1,0.0,0.010309278350515464,bear_quiet,0,0.08247422680412371,2286901698724.739
2023-04-03,97,2,2,0.020618556701030927,0.020618556701030927,bear_quiet,0,0.3711340206185567,2670034306019.783
2023-04-04,97,2,3,0.020618556701030927,0.030927835051546393,bear_quiet,0,0.9072164948453608,3020366045970.482
2023-04-05,97,3,5,0.030927835051546393,0.05154639175257732,bear_quiet,1,0.8144329896907216,3920538050584.864
2023-04-06,97,5,8,0.05154639175257732,0.08247422680412371,bear_quiet,1,0.36082474226804123,4934365983248.999
2023-04-07,97,2,2,0.020618556701030927,0.020618556701030927,bear_quiet,0,0.23711340206185566,2564530554368.206
2023-04-08,97,2,2,0.020618556701030927,0.020618556701030927,bear_quiet,0,0.4536082474226804,1912132276019.475
2023-04-09,97,1,1,0.010309278350515464,0.010309278350515464,bear_quiet,0,0.25773195876288657,1524609381728.3591
2023-04-10,97,1,2,0.010309278350515464,0.020618556701030927,bear_quiet,0,0.7938144329896907,1863544084895.9453
2023-04-11,97,1,1,0.010309278350515464,0.010309278350515464,bear_quiet,0,0.5670103092783505,2021170505826.8755
2023-04-12,97,0,0,0.0,0.0,bear_quiet,0,0.15463917525773196,2341359565735.397
2023-04-13,97,0,0,0.0,0.0,bear_quiet,0,0.845360824742268,1625555830899.0293
2023-04-14,97,2,2,0.020618556701030927,0.020618556701030927,bear_quiet,0,0.8247422680412371,2934915998181.7686
2023-04-15,97,0,0,0.0,0.0,bear_quiet,0,0.5154639175257731,1531235149650.4897
2023-04-16,97,1,1,0.010309278350515464,0.010309278350515464,bear_quiet,0,0.6597938144329897,1588609092081.6199
2023-04-17,97,0,1,0.0,0.010309278350515464,bear_quiet,0,0.10309278350515463,2036550844194.375
2023-04-18,97,0,0,0.0,0.0,bear_quiet,0,0.8865979381443299,1993773352296.7014
2023-04-19,97,0,0,0.0,0.0,bear_quiet,0,0.010309278350515464,2337810547083.164
2023-04-20,97,2,2,0.020618556701030927,0.020618556701030927,bear_quiet,0,0.3917525773195876,2843417804778.5737
2023-04-21,97,1,3,0.010309278350515464,0.030927835051546393,bear_quiet,0,0.12371134020618557,2655200478313.402
2023-04-22,97,0,2,0.0,0.020618556701030927,bear_quiet,0,0.8969072164948454,1713170586805.7751
2023-04-23,97,0,1,0.0,0.010309278350515464,bear_quiet,0,0.09278350515463918,1088520015644.0249
2023-04-24,97,0,1,0.0,0.010309278350515464,bear_quiet,0,0.13402061855670103,1346110581524.8787
2023-04-25,97,1,1,0.010309278350515464,0.010309278350515464,bear_quiet,0,0.8969072164948454,1734188164593.0198
2023-04-26,97,1,2,0.010309278350515464,0.020618556701030927,bear_quiet,0,0.1134020618556701,2381249103664.641
2023-04-27,98,1,2,0.01020408163265306,0.02040816326530612,bear_quiet,0,0.8571428571428571,1540663943083.669
2023-04-28,98,1,1,0.01020408163265306,0.01020408163265306,bear_quiet,0,0.35714285714285715,1321015699214.0261
2023-04-29,98,0,0,0.0,0.0,bear_quiet,0,0.7142857142857143,802156011633.751
2023-04-30,98,0,0,0.0,0.0,bear_quiet,0,0.09183673469387756,812754035194.3615
2023-05-01,98,0,0,0.0,0.0,bear_quiet,0,0.04081632653061224,1029687342618.8464
2023-05-02,98,0,1,0.0,0.01020408163265306,bear_quiet,0,0.6020408163265306,805906033156.5328
2023-05-03,98,1,2,0.01020408163265306,0.02040816326530612,bear_quiet,0,0.5408163265306123,1348021385595.1812
2023-05-04,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.2727272727272727,1527163336380.4934
2023-05-05,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.7474747474747475,1202431018163.744
2023-05-06,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.10101010101010101,1574560415030.8987
2023-05-07,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.13131313131313133,1076094123183.265
2023-05-08,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.04040404040404041,1723996642842.935
2023-05-09,99,2,2,0.020202020202020204,0.020202020202020204,bear_quiet,0,0.6767676767676768,1637713305464.376
2023-05-10,99,2,3,0.020202020202020204,0.030303030303030304,bear_quiet,0,0.7171717171717171,1974183147531.505
2023-05-11,99,0,1,0.0,0.010101010101010102,bear_quiet,0,0.050505050505050504,1228358233460.9226
2023-05-12,99,0,0,0.0,0.0,bear_quiet,0,0.6565656565656566,1338597593563.915
2023-05-13,99,0,0,0.0,0.0,bear_quiet,0,0.29292929292929293,572944038841.614
2023-05-14,99,0,0,0.0,0.0,bear_quiet,0,0.5050505050505051,611599109500.8076
2023-05-15,99,0,1,0.0,0.010101010101010102,bear_quiet,0,0.5757575757575758,921810428166.7706
2023-05-16,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.45454545454545453,888206313431.6833
2023-05-17,99,1,1,0.010101010101010102,0.010101010101010102,bear_quiet,0,0.8686868686868687,1286255663793.3723
2023-05-18,99,0,2,0.0,0.020202020202020204,bear_quiet,0,0.15151515151515152,1127700503381.562
2023-05-19,99,0,0,0.0,0.0,bear_quiet,0,0.42424242424242425,871137529801.5498
2023-05-20,99,0,0,0.0,0.0,bear_quiet,0,0.3434343434343434,507028246505.45514
2023-05-21,99,0,0,0.0,0.0,bear_quiet,0,0.050505050505050504,557960299236.6022
2023-05-22,99,0,0,0.0,0.0,bear_quiet,0,0.3333333333333333,783550441440.7723
2023-05-23,99,0,0,0.0,0.0,bear_quiet,0,0.5858585858585859,915963493733.693
2023-05-24,99,0,0,0.0,0.0,bear_quiet,0,0.050505050505050504,1043659515869.6125
2023-05-25,99,0,0,0.0,0.0,bear_quiet,0,0.24242424242424243,785856511923.2997
2023-05-26,99,0,0,0.0,0.0,bear_quiet,0,0.5959595959595959,567839677266.6609
2023-05-27,99,0,0,0.0,0.0,bear_quiet,0,0.7373737373737373,401689221098.1218
2023-05-28,99,0,1,0.0,0.010101010101010102,bear_quiet,0,0.9797979797979798,794504132207.5717
2023-05-29,99,0,0,0.0,0.0,bear_quiet,0,0.12121212121212122,939963443690.1492
2023-05-30,99,0,0,0.0,0.0,bear_quiet,0,0.24242424242424243,915356601954.0891
2023-05-31,99,0,0,0.0,0.0,bear_quiet,0,0.0707070707070707,851204542363.5122
2023-06-01,100,0,1,0.0,0.01,bear_quiet,0,0.15,655748702114.0707
2023-06-02,100,0,0,0.0,0.0,bear_quiet,0,0.91,644763058544.2632
2023-06-03,100,1,1,0.01,0.01,bear_quiet,0,0.49,584098931131.6885
2023-06-04,100,0,0,0.0,0.0,bear_quiet,0,0.44,553869762520.9049
2023-06-05,100,1,1,0.01,0.01,bear_quiet,0,0.02,1829983653339.3926
2023-06-06,100,0,0,0.0,0.0,bear_quiet,0,0.86,1453127077468.4849
2023-06-07,100,2,3,0.02,0.03,bear_quiet,0,0.08,1948845135090.3906
2023-06-08,100,0,1,0.0,0.01,bear_quiet,0,0.41,916515272793.1128
2023-06-09,100,1,1,0.01,0.01,bear_quiet,0,0.26,1005055451567.591
2023-06-10,100,0,0,0.0,0.0,bear_quiet,0,0.01,2175309381069.2068
2023-06-11,100,0,2,0.0,0.02,bear_quiet,0,0.51,712709017182.1033
2023-06-12,100,1,1,0.01,0.01,bear_quiet,0,0.18,845594147381.5951
2023-06-13,100,0,0,0.0,0.0,bear_quiet,0,0.22,1286160209340.6543
2023-06-14,100,0,1,0.0,0.01,bear_quiet,0,0.06,1113780812784.913
2023-06-15,100,0,2,0.0,0.02,bear_quiet,0,0.63,1022391628251.4523
2023-06-16,100,0,0,0.0,0.0,bear_quiet,0,0.89,906745298231.1658
2023-06-17,100,0,1,0.0,0.01,bear_quiet,0,0.9,851818436527.7002
2023-06-18,100,0,0,0.0,0.0,bear_quiet,0,0.05,631302635867.3982
2023-06-19,100,0,0,0.0,0.0,bear_quiet,0,0.81,589021068387.0002
2023-06-20,100,1,1,0.01,0.01,bear_quiet,0,0.95,1068773994736.7155
2023-06-21,100,1,5,0.01,0.05,bear_quiet,1,0.99,2010984237358.5781
2023-06-22,100,1,3,0.01,0.03,bear_quiet,0,0.44,2055879788458.3064
2023-06-23,100,3,7,0.03,0.07,bear_quiet,1,0.98,2875174503159.7466
2023-06-24,100,5,9,0.05,0.09,bear_quiet,1,0.73,4152812915956.8916
2023-06-25,100,4,8,0.04,0.08,bear_quiet,1,0.3,3129688945784.762
2023-06-26,100,1,4,0.01,0.04,bear_quiet,1,0.18,2508666365883.706
2023-06-27,101,1,3,0.009900990099009901,0.0297029702970297,bear_quiet,0,0.7326732673267327,1963527228670.5476
2023-06-28,101,0,0,0.0,0.0,bear_quiet,0,0.039603960396039604,1301577131256.8142
2023-06-29,101,0,4,0.0,0.039603960396039604,bear_quiet,1,0.9702970297029703,1549785899454.0352
2023-06-30,101,3,6,0.0297029702970297,0.0594059405940594,bear_quiet,1,0.9504950495049505,5049060378400.14
2023-07-01,101,4,8,0.039603960396039604,0.07920792079207921,bear_quiet,1,0.8415841584158416,3883054143653.1562
2023-07-02,101,0,2,0.0,0.019801980198019802,bear_quiet,0,0.19801980198019803,2245803031242.5566
2023-07-03,101,2,4,0.019801980198019802,0.039603960396039604,bear_quiet,1,0.7623762376237624,1723810022137.177
2023-07-04,101,2,3,0.019801980198019802,0.0297029702970297,bear_quiet,0,0.38613861386138615,2121484519400.494
2023-07-05,101,1,2,0.009900990099009901,0.019801980198019802,bear_quiet,0,0.1485148514851485,2436546942286.3193
2023-07-06,101,1,2,0.009900990099009901,0.019801980198019802,bear_quiet,0,0.0891089108910891,2217901386491.276
2023-07-07,101,0,0,0.0,0.0,bear_quiet,0,0.7029702970297029,1269349559920.642
2023-07-08,101,0,1,0.0,0.009900990099009901,bear_quiet,0,0.31683168316831684,935497594136.0643
2023-07-09,101,2,3,0.019801980198019802,0.0297029702970297,bear_quiet,0,0.40594059405940597,1137700765010.5134
2023-07-10,101,1,3,0.009900990099009901,0.0297029702970297,bear_quiet,0,0.49504950495049505,1735763205130.87
2023-07-11,101,3,6,0.0297029702970297,0.0594059405940594,bear_quiet,1,0.7029702970297029,1994592836860.4797
2023-07-12,101,1,3,0.009900990099009901,0.0297029702970297,bear_quiet,0,0.297029702970297,1742384234823.4917
2023-07-13,101,6,9,0.0594059405940594,0.0891089108910891,bear_quiet,1,0.5841584158415841,5393776717679.324
2023-07-14,101,4,5,0.039603960396039604,0.04950495049504951,bear_quiet,1,0.43564356435643564,4343332582551.146
2023-07-15,101,3,8,0.0297029702970297,0.07920792079207921,bear_quiet,1,0.6435643564356436,3107326205360.9575
2023-07-16,101,2,3,0.019801980198019802,0.0297029702970297,bear_quiet,0,0.15841584158415842,2440520343265.883
2023-07-17,101,4,5,0.039603960396039604,0.04950495049504951,bear_quiet,1,0.504950495049505,2637850801219.045
2023-07-18,101,0,0,0.0,0.0,bear_quiet,0,0.07920792079207921,1872988197525.0815
2023-07-19,101,1,3,0.009900990099009901,0.0297029702970297,bear_quiet,0,0.5445544554455446,1807863549435.263
2023-07-20,101,1,2,0.009900990099009901,0.019801980198019802,bear_quiet,0,0.6435643564356436,1993499399235.8032
2023-07-21,101,0,0,0.0,0.0,bear_quiet,0,0.7524752475247525,1374231085648.1936
2023-07-22,101,2,4,0.019801980198019802,0.039603960396039604,bear_quiet,1,0.44554455445544555,1350478101881.9143
2023-07-23,101,3,4,0.0297029702970297,0.039603960396039604,bear_quiet,1,0.6534653465346535,1985220171642.0305
2023-07-24,101,1,3,0.009900990099009901,0.0297029702970297,bear_quiet,0,0.06930693069306931,2171926721985.3508
2023-07-25,101,0,2,0.0,0.019801980198019802,bear_quiet,0,0.5247524752475248,1736434539287.3977
2023-07-26,101,0,1,0.0,0.009900990099009901,bear_quiet,0,0.3465346534653465,1477606746403.9495
2023-07-27,101,0,0,0.0,0.0,bear_quiet,0,0.3564356435643564,955439127219.8198
2023-07-28,102,2,4,0.0196078431372549,0.0392156862745098,bear_quiet,1,0.8235294117647058,1333590271842.395
2023-07-29,102,3,3,0.029411764705882353,0.029411764705882353,bear_quiet,0,0.9215686274509803,1583046037353.9807
2023-07-30,102,2,3,0.0196078431372549,0.029411764705882353,bear_quiet,0,0.11764705882352941,2606121842694.5557
2023-07-31,102,2,3,0.0196078431372549,0.029411764705882353,bear_quiet,0,0.46078431372549017,1250436370364.4014
2023-08-01,102,1,2,0.00980392156862745,0.0196078431372549,bear_quiet,0,0.6764705882352942,1369266373946.7656
2023-08-02,102,2,2,0.0196078431372549,0.0196078431372549,bear_quiet,0,0.20588235294117646,1463014556368.1758
2023-08-03,102,0,3,0.0,0.029411764705882353,bear_quiet,0,0.3431372549019608,1081817718474.3076
2023-08-04,102,1,2,0.00980392156862745,0.0196078431372549,bear_quiet,0,0.39215686274509803,1358052974740.732
2023-08-05,102,2,3,0.0196078431372549,0.029411764705882353,bear_quiet,0,0.4803921568627451,1573961498100.4814
2023-08-06,102,1,1,0.00980392156862745,0.00980392156862745,bear_quiet,0,0.39215686274509803,971936367642.0244
2023-08-07,102,1,1,0.00980392156862745,0.00980392156862745,bear_quiet,0,0.14705882352941177,1299662040952.0386
2023-08-08,102,1,2,0.00980392156862745,0.0196078431372549,bear_quiet,0,0.8333333333333334,940443035496.8403
2023-08-09,102,1,2,0.00980392156862745,0.0196078431372549,bear_quiet,0,0.29411764705882354,1139051180428.9524
2023-08-10,102,1,1,0.00980392156862745,0.00980392156862745,bear_quiet,0,0.45098039215686275,925780013045.4186
2023-08-11,102,0,0,0.0,0.0,bear_quiet,0,0.6666666666666666,652815659489.3932
2023-08-12,102,0,0,0.0,0.0,bear_quiet,0,0.6078431372549019,473762262597.9942
2023-08-13,102,0,0,0.0,0.0,bull_quiet,0,0.1568627450980392,487745856376.1524
2023-08-14,102,0,1,0.0,0.00980392156862745,bull_quiet,0,0.5,752800559071.3923
2023-08-15,102,0,1,0.0,0.00980392156862745,bull_quiet,0,0.058823529411764705,1048068760651.924
2023-08-16,103,1,1,0.009708737864077669,0.009708737864077669,bull_quiet,0,0.009708737864077669,2969462260140.1924
2023-08-17,103,0,0,0.0,0.0,bull_quiet,0,0.009708737864077669,1943373721908.376
2023-08-18,103,0,1,0.0,0.009708737864077669,bull_quiet,0,0.941747572815534,1530079000991.0354
2023-08-19,103,0,3,0.0,0.02912621359223301,bear_quiet,0,0.970873786407767,852291453964.6504
2023-08-20,103,1,2,0.009708737864077669,0.019417475728155338,bear_quiet,0,0.3300970873786408,848470909510.8691
2023-08-21,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.07766990291262135,769940665009.1157
2023-08-22,103,0,0,0.0,0.0,bear_quiet,0,0.1650485436893204,705916609619.5776
2023-08-23,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.912621359223301,664144531066.66
2023-08-24,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.17475728155339806,612716658545.8909
2023-08-25,103,1,2,0.009708737864077669,0.019417475728155338,bear_quiet,0,0.4368932038834951,719447141989.1646
2023-08-26,103,1,2,0.009708737864077669,0.019417475728155338,bear_quiet,0,0.27184466019417475,430337494989.87506
2023-08-27,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.3786407766990291,442300934636.06757
2023-08-28,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.1941747572815534,561457276970.2452
2023-08-29,103,0,3,0.0,0.02912621359223301,bear_quiet,0,0.970873786407767,1389103480995.0125
2023-08-30,103,0,1,0.0,0.009708737864077669,bull_quiet,0,0.10679611650485436,998793854751.3414
2023-08-31,103,0,1,0.0,0.009708737864077669,bull_quiet,0,0.038834951456310676,889323148025.8824
2023-09-01,103,0,0,0.0,0.0,bear_quiet,0,0.1262135922330097,784396498768.803
2023-09-02,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.46601941747572817,705669583085.9269
2023-09-03,103,1,3,0.009708737864077669,0.02912621359223301,bear_quiet,0,0.39805825242718446,632940828464.7279
2023-09-04,103,0,0,0.0,0.0,bear_quiet,0,0.20388349514563106,534855908770.25244
2023-09-05,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.8446601941747572,593081921401.6516
2023-09-06,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.4563106796116505,451555329717.62823
2023-09-07,103,0,2,0.0,0.019417475728155338,bear_quiet,0,0.8155339805825242,456064507882.5462
2023-09-08,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.30097087378640774,532116106855.737
2023-09-09,103,0,2,0.0,0.019417475728155338,bear_quiet,0,0.42718446601941745,392884257335.53973
2023-09-10,103,0,0,0.0,0.0,bear_quiet,0,0.0970873786407767,676058367291.8214
2023-09-11,103,0,0,0.0,0.0,bear_quiet,0,0.019417475728155338,892839353213.3513
2023-09-12,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.6407766990291263,816806349607.1055
2023-09-13,103,0,2,0.0,0.019417475728155338,bear_quiet,0,0.9611650485436893,846883421151.0914
2023-09-14,103,3,4,0.02912621359223301,0.038834951456310676,bear_quiet,1,0.941747572815534,1096903175030.656
2023-09-15,103,2,3,0.019417475728155338,0.02912621359223301,bear_quiet,0,0.8932038834951457,1286114784195.8389
2023-09-16,103,2,3,0.019417475728155338,0.02912621359223301,bear_quiet,0,0.7087378640776699,1558481868645.2686
2023-09-17,103,2,3,0.019417475728155338,0.02912621359223301,bear_quiet,0,0.10679611650485436,1489945736861.0186
2023-09-18,103,1,2,0.009708737864077669,0.019417475728155338,bear_quiet,0,0.7184466019417476,1149470231724.368
2023-09-19,103,1,2,0.009708737864077669,0.019417475728155338,bear_quiet,0,0.9514563106796117,1288058947638.5076
2023-09-20,103,1,4,0.009708737864077669,0.038834951456310676,bear_quiet,1,0.6699029126213593,1524062684941.754
2023-09-21,103,2,5,0.019417475728155338,0.04854368932038835,bear_quiet,1,0.13592233009708737,1760865891960.7422
2023-09-22,103,1,3,0.009708737864077669,0.02912621359223301,bear_quiet,0,0.7766990291262136,1169660186082.7192
2023-09-23,103,3,6,0.02912621359223301,0.05825242718446602,bear_quiet,1,0.6796116504854369,1272993340295.2756
2023-09-24,103,2,2,0.019417475728155338,0.019417475728155338,bear_quiet,0,0.07766990291262135,1319381800805.4937
2023-09-25,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.5631067961165048,997758653567.1166
2023-09-26,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.36893203883495146,853098453893.3195
2023-09-27,103,0,3,0.0,0.02912621359223301,bear_quiet,0,0.6699029126213593,1253445248935.69
2023-09-28,103,1,3,0.009708737864077669,0.02912621359223301,bear_quiet,0,0.9320388349514563,1355535249639.76
2023-09-29,103,2,2,0.019417475728155338,0.019417475728155338,bear_quiet,0,0.5242718446601942,1446491711500.7253
2023-09-30,103,1,3,0.009708737864077669,0.02912621359223301,bear_quiet,0,0.6504854368932039,1060937404697.6543
2023-10-01,103,1,3,0.009708737864077669,0.02912621359223301,bear_quiet,0,0.912621359223301,1155868828899.923
2023-10-02,103,1,1,0.009708737864077669,0.009708737864077669,bull_quiet,0,0.10679611650485436,1486533296628.721
2023-10-03,103,1,2,0.009708737864077669,0.019417475728155338,bull_quiet,0,0.20388349514563106,1468691844173.6912
2023-10-04,103,0,1,0.0,0.009708737864077669,bear_quiet,0,0.3106796116504854,1092389513758.6277
2023-10-05,103,0,0,0.0,0.0,bull_quiet,0,0.22330097087378642,977014786200.2516
2023-10-06,103,3,4,0.02912621359223301,0.038834951456310676,bear_quiet,1,0.883495145631068,1306539878818.2068
2023-10-07,103,0,3,0.0,0.02912621359223301,bull_quiet,0,0.42718446601941745,992984744042.4337
2023-10-08,103,2,2,0.019417475728155338,0.019417475728155338,bull_quiet,0,0.30097087378640774,1260370424119.542
2023-10-09,103,0,2,0.0,0.019417475728155338,bull_quiet,0,0.06796116504854369,1685834724180.8647
2023-10-10,103,2,4,0.019417475728155338,0.038834951456310676,bull_quiet,1,0.27184466019417475,1186852763068.5989
2023-10-11,103,0,0,0.0,0.0,bear_quiet,0,0.1650485436893204,991758099686.3533
2023-10-12,103,0,2,0.0,0.019417475728155338,bear_quiet,0,0.6213592233009708,923966388565.0457
